end,length,minorLoss,name,roughness,start,status,tags,diameter,year
Junction-14402,"8.789999999999999","0.000000000000000",Pipe-46053,"1.000000000000000",Junction-55587,OPEN,steel,"37.200","1990"
Junction-14244,"17.920000000000002","0.000000000000000",Pipe-38324,"1.000000000000000",Junction-14243,OPEN,steel,"54.500","2006"
Junction-467933,"110.290000000000006","0.000000000000000",Pipe-543335,"1.000000000000000",Junction-472341,OPEN,steel,"160.300","2008"
Junction-26928,"113.969999999999999","0.000000000000000",Pipe-31174,"1.000000000000000",Junction-26764,OPEN,steel,"54.500","1980"
Junction-55817,"8.380000000000004","0.000000000000000",Pipe-46542,"1.000000000000000",Junction-55816,OPEN,steel,"28.500","1980"
Junction-14366,"0.100000000000000","0.000000000000000",Pipe-46020,"1.000000000000000",Junction-477,OPEN,steel,"54.500","1990"
Junction-61173,"26.270000000000000","0.000000000000000",Pipe-53643,"1.000000000000000",Junction-26249,OPEN,steel,"107.100","2004"
Junction-2415,"51.409999999999997","0.000000000000000",Pipe-54790,"1.000000000000000",Junction-51466,OPEN,steel,"107.100","1999"
Junction-44189,"13.770000000000000","0.000000000000000",Pipe-30587,"1.000000000000000",Junction-14243,OPEN,steel,"54.500","2006"
Junction-477760,"27.980000000000000","0.000000000000000",Pipe-24582,"1.000000000000000",Junction-37791,OPEN,steel,"263.000","2006"
Junction-27706,"7.600000000000000","0.000000000000000",Pipe-16488,"1.000000000000000",Junction-27705,OPEN,steel,"21.700","2001"
Junction-51238,"48.640000000000001","0.000000000000000",Pipe-39242,"1.000000000000000",Junction-44958,OPEN,steel,"43.100","1995"
Junction-339,"31.350000000000001","0.000000000000000",Pipe-15300,"1.000000000000000",Junction-331,OPEN,steel,"54.500","2004"
Junction-465878,"26.039999999999999","0.000000000000000",Pipe-537122,"1.000000000000000",Junction-468114,OPEN,steel,"54.500","2008"
Junction-14553,"0.170000000000000","0.000000000000000",Pipe-30770,"1.000000000000000",Junction-44343,OPEN,steel,"70.300","1982"
Junction-475428,"1.000000000000000","0.000000000000000",Pipe-547838,"1.000000000000000",Junction-455876,OPEN,steel,"160.300","2009"
Junction-663,"0.400000000000000","0.000000000000000",Pipe-30773,"1.000000000000000",Junction-14557,OPEN,steel,"54.500","1975"
Junction-25860,"6.010000000000000","0.000000000000000",Pipe-15098,"1.000000000000000",Junction-469988,OPEN,steel,"42.000","2020"
Junction-44957,"14.240000000000000","0.000000000000000",Pipe-31470,"1.000000000000000",Junction-15870,OPEN,steel,"36.000","2003"
Junction-26431,"5.020000000000000","0.000000000000000",Pipe-15523,"1.000000000000000",Junction-26430,OPEN,steel,"54.500","2006"
Junction-1167,"14.760000000000000","0.000000000000000",Pipe-632,"1.000000000000000",Junction-1171,OPEN,steel,"43.100","1980"
Junction-36800,"67.280000000000001","0.000000000000000",Pipe-8432,"1.000000000000000",Junction-1546,OPEN,steel,"43.100","1982"
Junction-16180,"8.000000000000000","0.000000000000000",Pipe-8931,"1.000000000000000",Junction-2419,OPEN,steel,"28.500","2001"
Junction-51334,"0.420000000000000","0.000000000000000",Pipe-54592,"1.000000000000000",Junction-2075,OPEN,steel,"43.100","1999"
Junction-36108,"10.500000000000000","0.000000000000000",Pipe-30657,"1.000000000000000",Junction-44244,OPEN,steel,"37.200","1990"
Junction-404,"50.539999999999999","0.000000000000000",Pipe-45986,"1.000000000000000",Junction-361,OPEN,steel,"37.200","1998"
Junction-27244,"6.700000000000000","0.000000000000000",Pipe-54425,"1.000000000000000",Junction-59214,OPEN,steel,"21.700","2002"
Junction-470719,"7.330000000000000","0.000000000000000",Pipe-544899,"1.000000000000000",Junction-473336,OPEN,steel,"107.100","2008"
Junction-26243,"55.700000000000003","0.000000000000000",Pipe-53638,"1.000000000000000",Junction-44254,OPEN,steel,"37.200","2006"
Junction-63364,"15.020000000000000","0.000000000000000",Pipe-548756,"1.000000000000000",Junction-55803,OPEN,steel,"160.300","2008"
Junction-55611,"15.300000000000001","0.000000000000000",Pipe-46120,"1.000000000000000",Junction-36217,OPEN,steel,"28.500","2006"
Junction-36030,"71.099999999999994","0.000000000000000",Pipe-30557,"1.000000000000000",Junction-299,OPEN,steel,"82.500","2007"
Junction-36966,"23.579999999999998","0.000000000000000",Pipe-54417,"1.000000000000000",Junction-44941,OPEN,steel,"37.200","2000"
Junction-394,"8.170000000000000","0.000000000000000",Pipe-214,"1.000000000000000",Junction-393,OPEN,steel,"43.100","2006"
Junction-14496,"65.609999999999999","0.000000000000000",Pipe-23066,"1.000000000000000",Junction-14488,OPEN,steel,"70.300","1984"
Junction-26376,"167.610000000000014","0.000000000000000",Pipe-30793,"1.000000000000000",Junction-14694,OPEN,steel,"82.500","2006"
Junction-1153,"6.680000000000000","0.000000000000000",Pipe-622,"1.000000000000000",Junction-1152,OPEN,steel,"28.500","1999"
Junction-14270,"55.539999999999999","0.000000000000000",Pipe-7739,"1.000000000000000",Junction-14271,OPEN,steel,"82.500","2006"
Junction-474693,"9.070000000000000","0.000000000000000",Pipe-546895,"1.000000000000000",Junction-474692,OPEN,steel,"160.300","2007"
Junction-467477,"6.540000000000000","0.000000000000000",Pipe-536190,"1.000000000000000",Junction-1140,OPEN,steel,"107.100","2017"
Junction-474464,"1.430000000000000","0.000000000000000",Pipe-546510,"1.000000000000000",Junction-469171,OPEN,steel,"132.500","2015"
Junction-45424,"19.100000000000001","0.000000000000000",Pipe-32016,"1.000000000000000",Junction-45423,OPEN,steel,"70.300","1999"
Junction-666,"0.160000000000000","0.000000000000000",Pipe-363,"1.000000000000000",Junction-665,OPEN,steel,"70.300","1975"
Junction-328,"47.390000000000001","0.000000000000000",Pipe-177,"1.000000000000000",Junction-327,OPEN,steel,"82.500","2000"
Junction-15884,"0.530000000000000","0.000000000000000",Pipe-39417,"1.000000000000000",Junction-51356,OPEN,steel,"263.000","1975"
Junction-14478,"94.829999999999998","0.000000000000000",Pipe-7869,"1.000000000000000",Junction-14477,OPEN,steel,"312.700","2004"
Junction-16446,"4.970000000000000","0.000000000000000",Pipe-9099,"1.000000000000000",Junction-16445,OPEN,steel,"28.500","2006"
Junction-15207,"0.300000000000000","0.000000000000000",Pipe-520270,"1.000000000000000",Junction-15206,OPEN,steel,"43.100","2008"
Junction-46339,"33.859999999999999","0.000000000000000",Pipe-56124,"1.000000000000000",Junction-52331,OPEN,steel,"43.100","2008"
Junction-26455,"29.730000000000000","0.000000000000000",Pipe-519520,"1.000000000000000",Junction-454895,OPEN,steel,"82.500","2011"
Junction-51877,"67.909999999999997","0.000000000000000",Pipe-1914,"1.000000000000000",Junction-3547,OPEN,steel,"37.200","2002"
Junction-26260,"28.690000000000001","0.000000000000000",Pipe-15403,"1.000000000000000",Junction-14392,OPEN,steel,"37.200","2004"
Junction-50670,"10.029999999999999","0.000000000000000",Pipe-45939,"1.000000000000000",Junction-55543,OPEN,steel,"43.100","2019"
Junction-14527,"24.410000000000000","0.000000000000000",Pipe-7903,"1.000000000000000",Junction-14528,OPEN,steel,"28.500","2006"
Junction-475124,"147.280000000000001","0.000000000000000",Pipe-550275,"1.000000000000000",Junction-477168,OPEN,steel,"210.100","2024"
Junction-37924,"37.000000000000000","0.000000000000000",Pipe-40208,"1.000000000000000",Junction-37925,OPEN,steel,"28.500","2002"
Junction-866,"6.000000000000000","0.000000000000000",Pipe-8008,"1.000000000000000",Junction-14699,OPEN,steel,"43.100","2005"
Junction-14344,"79.849999999999994","0.000000000000000",Pipe-7787,"1.000000000000000",Junction-454,OPEN,steel,"70.300","1991"
Junction-14168,"11.940000000000000","0.000000000000000",Pipe-7671,"1.000000000000000",Junction-26077,OPEN,steel,"37.200","2007"
Junction-26643,"12.990000000000000","0.000000000000000",Pipe-537105,"1.000000000000000",Junction-26642,OPEN,steel,"70.300","2017"
Junction-474906,"10.910000000000000","0.000000000000000",Pipe-547237,"1.000000000000000",Junction-474909,OPEN,steel,"43.100","2023"
Junction-56190,"12.100000000000000","0.000000000000000",Pipe-54966,"1.000000000000000",Junction-51589,OPEN,steel,"37.200","1999"
Junction-44232,"12.949999999999999","0.000000000000000",Pipe-30643,"1.000000000000000",Junction-44229,OPEN,steel,"54.500","2005"
Junction-14227,"64.840000000000003","0.000000000000000",Pipe-45963,"1.000000000000000",Junction-343,OPEN,steel,"54.500","1998"
Junction-36063,"1.720000000000000","0.000000000000000",Pipe-22931,"1.000000000000000",Junction-14263,OPEN,steel,"21.700","2008"
Junction-26079,"36.859999999999999","0.000000000000000",Pipe-542550,"1.000000000000000",Junction-14169,OPEN,steel,"107.100","2007"
Junction-1508,"9.869999999999999","0.000000000000000",Pipe-520579,"1.000000000000000",Junction-455544,OPEN,steel,"43.100","2008"
Junction-59174,"0.300000000000000","0.000000000000000",Pipe-54287,"1.000000000000000",Junction-15412,OPEN,steel,"37.200","1995"
Junction-26383,"42.689999999999998","0.000000000000000",Pipe-53723,"1.000000000000000",Junction-59034,OPEN,steel,"28.500","2003"
Junction-726,"66.069999999999993","0.000000000000000",Pipe-38565,"1.000000000000000",Junction-36350,OPEN,steel,"37.200","2005"
Junction-763,"13.449999999999999","0.000000000000000",Pipe-15559,"1.000000000000000",Junction-26479,OPEN,steel,"37.200","1975"
Junction-36966,"67.040000000000006","0.000000000000000",Pipe-39224,"1.000000000000000",Junction-1808,OPEN,steel,"54.500","2000"
Junction-36107,"36.890000000000001","0.000000000000000",Pipe-22975,"1.000000000000000",Junction-14349,OPEN,steel,"37.200","1990"
Junction-37630,"78.260000000000005","0.000000000000000",Pipe-32136,"1.000000000000000",Junction-16634,OPEN,steel,"70.300","2006"
Junction-467123,"7.320000000000000","0.000000000000000",Pipe-520986,"1.000000000000000",Junction-456157,OPEN,steel,"28.500","2008"
Junction-28536,"27.940000000000001","0.000000000000000",Pipe-541898,"1.000000000000000",Junction-471379,OPEN,steel,"28.500","2002"
Junction-15644,"59.810000000000002","0.000000000000000",Pipe-39236,"1.000000000000000",Junction-51234,OPEN,steel,"54.500","2000"
Junction-14252,"49.140000000000001","0.000000000000000",Pipe-30590,"1.000000000000000",Junction-26147,OPEN,steel,"43.100","1998"
Junction-26340,"19.219999999999999","0.000000000000000",Pipe-15457,"1.000000000000000",Junction-14475,OPEN,steel,"28.500","2003"
Junction-231,"2.680000000000000","0.000000000000000",Pipe-520581,"1.000000000000000",Junction-455778,OPEN,steel,"107.100","2007"
Junction-36196,"1.320000000000000","0.000000000000000",Pipe-46105,"1.000000000000000",Junction-518,OPEN,steel,"160.300","1990"
Junction-36072,"27.039999999999999","0.000000000000000",Pipe-53599,"1.000000000000000",Junction-55562,OPEN,steel,"43.100","1991"
Junction-59024,"8.900000000000000","0.000000000000000",Pipe-53693,"1.000000000000000",Junction-14467,OPEN,steel,"28.500","2004"
Junction-55936,"6.900000000000000","0.000000000000000",Pipe-46786,"1.000000000000000",Junction-55935,OPEN,steel,"28.500","2000"
Junction-26444,"42.740000000000002","0.000000000000000",Pipe-46169,"1.000000000000000",Junction-26441,OPEN,steel,"37.200","2005"
Junction-513,"0.140000000000000","0.000000000000000",Pipe-23009,"1.000000000000000",Junction-36138,OPEN,steel,"160.300","1990"
Junction-475130,"53.409999999999997","0.000000000000000",Pipe-547808,"1.000000000000000",Junction-475146,OPEN,steel,"43.100","2023"
Junction-471574,"4.400000000000001","0.000000000000000",Pipe-542069,"1.000000000000000",Junction-44560,OPEN,steel,"21.700","2019"
Junction-748,"19.050000000000001","0.000000000000000",Pipe-46183,"1.000000000000000",Junction-751,OPEN,steel,"37.200","1975"
Junction-26538,"9.109999999999999","0.000000000000000",Pipe-520096,"1.000000000000000",Junction-455398,OPEN,steel,"160.300","2006"
Junction-409,"18.230000000000000","0.000000000000000",Pipe-222,"1.000000000000000",Junction-408,OPEN,steel,"54.500","1991"
Junction-16177,"5.430000000000000","0.000000000000000",Pipe-31816,"1.000000000000000",Junction-37282,OPEN,steel,"70.300","1999"
Junction-44699,"34.680000000000000","0.000000000000000",Pipe-46415,"1.000000000000000",Junction-51000,OPEN,steel,"210.100","2003"
Junction-27714,"0.950000000000000","0.000000000000000",Pipe-16495,"1.000000000000000",Junction-16196,OPEN,steel,"70.300","2008"
Junction-26109,"25.059999999999999","0.000000000000000",Pipe-15287,"1.000000000000000",Junction-26110,OPEN,steel,"43.100","2007"
Junction-471248,"1.040000000000000","0.000000000000000",Pipe-541711,"1.000000000000000",Junction-471254,OPEN,steel,"37.200","2021"
Junction-15881,"23.160000000000000","0.000000000000000",Pipe-39414,"1.000000000000000",Junction-51351,OPEN,steel,"37.200","1975"
Junction-15026,"12.900000000000000","0.000000000000000",Pipe-38844,"1.000000000000000",Junction-26755,OPEN,steel,"54.500","1999"
Junction-14455,"49.780000000000001","0.000000000000000",Pipe-38517,"1.000000000000000",Junction-50793,OPEN,steel,"28.500","2003"
Junction-417,"24.969999999999999","0.000000000000000",Pipe-45989,"1.000000000000000",Junction-420,OPEN,steel,"54.500","1991"
Junction-55699,"23.640000000000001","0.000000000000000",Pipe-537492,"1.000000000000000",Junction-455985,OPEN,steel,"82.500","2017"
Junction-466,"0.310000000000000","0.000000000000000",Pipe-255,"1.000000000000000",Junction-465,OPEN,steel,"70.300","2025"
Junction-15018,"10.199999999999999","0.000000000000000",Pipe-23395,"1.000000000000000",Junction-36546,OPEN,steel,"28.500","1999"
Junction-55698,"6.010000000000000","0.000000000000000",Pipe-521002,"1.000000000000000",Junction-55699,OPEN,steel,"70.300","2017"
Junction-26429,"3.510000000000000","0.000000000000000",Pipe-15522,"1.000000000000000",Junction-26430,OPEN,steel,"28.500","2016"
Junction-28122,"5.850000000000000","0.000000000000000",Pipe-61303,"1.000000000000000",Junction-61158,OPEN,steel,"160.300","2006"
Junction-44228,"53.119999999999997","0.000000000000000",Pipe-46004,"1.000000000000000",Junction-14318,OPEN,steel,"70.300","2004"
Junction-14359,"10.400000000000000","0.000000000000000",Pipe-30662,"1.000000000000000",Junction-14352,OPEN,steel,"54.500","1990"
Junction-14218,"41.310000000000002","0.000000000000000",Pipe-7704,"1.000000000000000",Junction-14217,OPEN,steel,"54.500","2020"
Junction-472780,"15.680000000000000","0.000000000000000",Pipe-543992,"1.000000000000000",Junction-472782,OPEN,steel,"70.300","2020"
Junction-26449,"26.989999999999998","0.000000000000000",Pipe-53783,"1.000000000000000",Junction-59049,OPEN,steel,"28.500","2005"
Junction-44290,"4.670000000000000","0.000000000000000",Pipe-30708,"1.000000000000000",Junction-44289,OPEN,steel,"107.100","2006"
Junction-880,"1.170000000000000","0.000000000000000",Pipe-38644,"1.000000000000000",Junction-26552,OPEN,steel,"160.300","1982"
Junction-14321,"40.049999999999997","0.000000000000000",Pipe-551073,"1.000000000000000",Junction-477369,OPEN,steel,"263.000","2006"
Junction-576519,"1.000000000000000","0.000000000000000",Pipe-636322,"1.000000000000000",Junction-576518,OPEN,steel,"312.700","2007"
Junction-44568,"458.810000000000002","0.000000000000000",Pipe-30859,"1.000000000000000",Junction-14609,OPEN,steel,"344.000","2003"
Junction-45080,"1.000000000000000","0.000000000000000",Pipe-31620,"1.000000000000000",Junction-2091,OPEN,steel,"43.100","2003"
Junction-861,"51.570000000000000","0.000000000000000",Pipe-38619,"1.000000000000000",Junction-14692,OPEN,steel,"43.100","2006"
Junction-55935,"87.329999999999998","0.000000000000000",Pipe-54429,"1.000000000000000",Junction-44949,OPEN,steel,"43.100","2000"
Junction-455815,"21.030000000000001","0.000000000000000",Pipe-541651,"1.000000000000000",Junction-455519,OPEN,steel,"37.200","2008"
Junction-14028,"6.430000000000000","0.000000000000000",Pipe-61316,"1.000000000000000",Junction-61171,OPEN,steel,"132.500","2008"
Junction-36341,"91.609999999999999","0.000000000000000",Pipe-23215,"1.000000000000000",Junction-36348,OPEN,steel,"107.100","2006"
Junction-14285,"33.530000000000001","0.000000000000000",Pipe-45987,"1.000000000000000",Junction-26174,OPEN,steel,"37.200","1991"
Junction-16459,"1.200000000000000","0.000000000000000",Pipe-9107,"1.000000000000000",Junction-16458,OPEN,steel,"21.700","1975"
Junction-27079,"12.029999999999999","0.000000000000000",Pipe-16018,"1.000000000000000",Junction-27078,OPEN,steel,"28.500","1980"
Junction-14357,"65.099999999999994","0.000000000000000",Pipe-7797,"1.000000000000000",Junction-14356,OPEN,steel,"70.300","1990"
Junction-15663,"64.750000000000000","0.000000000000000",Pipe-54444,"1.000000000000000",Junction-15659,OPEN,steel,"54.500","1975"
Junction-1162,"27.050000000000001","0.000000000000000",Pipe-627,"1.000000000000000",Junction-1161,OPEN,steel,"54.500","1999"
Junction-753,"21.379999999999999","0.000000000000000",Pipe-410,"1.000000000000000",Junction-752,OPEN,steel,"28.500","1975"
Junction-639,"22.870000000000001","0.000000000000000",Pipe-53725,"1.000000000000000",Junction-14533,OPEN,steel,"43.100","2003"
Junction-2412,"25.670000000000002","0.000000000000000",Pipe-24088,"1.000000000000000",Junction-37288,OPEN,steel,"37.200","1999"
Junction-36159,"48.200000000000003","0.000000000000000",Pipe-46071,"1.000000000000000",Junction-44287,OPEN,steel,"107.100","2006"
Junction-373,"24.750000000000000","0.000000000000000",Pipe-30591,"1.000000000000000",Junction-44192,OPEN,steel,"21.700","1991"
Junction-26921,"35.310000000000002","0.000000000000000",Pipe-31041,"1.000000000000000",Junction-44568,OPEN,steel,"107.100","2003"
Junction-26291,"0.300000000000000","0.000000000000000",Pipe-15425,"1.000000000000000",Junction-534,OPEN,steel,"43.100","1984"
Junction-26174,"6.570000000000000","0.000000000000000",Pipe-22940,"1.000000000000000",Junction-50697,OPEN,steel,"28.500","1991"
Junction-15876,"0.720000000000000","0.000000000000000",Pipe-8736,"1.000000000000000",Junction-2110,OPEN,steel,"107.100","1975"
Junction-37112,"26.550000000000001","0.000000000000000",Pipe-39399,"1.000000000000000",Junction-51339,OPEN,steel,"37.200","1999"
Junction-36228,"52.060000000000002","0.000000000000000",Pipe-30772,"1.000000000000000",Junction-663,OPEN,steel,"54.500","1975"
Junction-26202,"72.599999999999994","0.000000000000000",Pipe-46003,"1.000000000000000",Junction-442,OPEN,steel,"107.100","2006"
Junction-455760,"97.629999999999995","0.000000000000000",Pipe-520518,"1.000000000000000",Junction-455759,OPEN,steel,"107.100","2024"
Junction-468585,"12.359999999999999","0.000000000000000",Pipe-538153,"1.000000000000000",Junction-468583,OPEN,steel,"37.200","2008"
Junction-45423,"13.720000000000001","0.000000000000000",Pipe-47312,"1.000000000000000",Junction-56188,OPEN,steel,"70.300","1999"
Junction-475043,"73.730000000000004","0.000000000000000",Pipe-30599,"1.000000000000000",Junction-456491,OPEN,steel,"107.100","2008"
Junction-476275,"34.380000000000003","0.000000000000000",Pipe-520516,"1.000000000000000",Junction-319,OPEN,steel,"82.500","2008"
Junction-15374,"6.670000000000000","0.000000000000000",Pipe-8422,"1.000000000000000",Junction-15373,OPEN,steel,"28.500","1999"
Junction-55551,"7.200000000000000","0.000000000000000",Pipe-53567,"1.000000000000000",Junction-58975,OPEN,steel,"54.500","1999"
Junction-14529,"31.140000000000001","0.000000000000000",Pipe-15487,"1.000000000000000",Junction-630,OPEN,steel,"43.100","2005"
Junction-1155,"29.000000000000000","0.000000000000000",Pipe-38839,"1.000000000000000",Junction-1158,OPEN,steel,"37.200","1999"
Junction-14439,"62.799999999999997","0.000000000000000",Pipe-7846,"1.000000000000000",Junction-14438,OPEN,steel,"132.500","2006"
Junction-14635,"0.320000000000000","0.000000000000000",Pipe-23176,"1.000000000000000",Junction-14633,OPEN,steel,"160.300","1982"
Junction-456156,"47.009999999999998","0.000000000000000",Pipe-540802,"1.000000000000000",Sensor-7,OPEN,steel,"82.500","2008"
Junction-2090,"21.480000000000000","0.000000000000000",Pipe-23922,"1.000000000000000",Junction-27476,OPEN,steel,"82.500","1999"
Junction-44488,"23.960000000000001","0.000000000000000",Pipe-38744,"1.000000000000000",Junction-14833,OPEN,steel,"54.500","1980"
Junction-467028,"2.800000000000000","0.000000000000000",Pipe-539932,"1.000000000000000",Junction-469988,OPEN,steel,"54.500","2020"
Junction-36275,"8.460000000000004","0.000000000000000",Pipe-23139,"1.000000000000000",Junction-36274,OPEN,steel,"28.500","2006"
Junction-338,"63.990000000000002","0.000000000000000",Pipe-183,"1.000000000000000",Junction-336,OPEN,steel,"70.300","2001"
Junction-37636,"76.459999999999994","0.000000000000000",Pipe-55121,"1.000000000000000",Junction-28132,OPEN,steel,"54.500","2006"
Junction-434,"0.910000000000000","0.000000000000000",Pipe-236,"1.000000000000000",Junction-433,OPEN,steel,"28.500","2008"
Junction-26266,"61.820000000000000","0.000000000000000",Pipe-53652,"1.000000000000000",Junction-50738,OPEN,steel,"160.300","2002"
Junction-472429,"2.050000000000000","0.000000000000000",Pipe-543464,"1.000000000000000",Junction-472200,OPEN,steel,"107.100","2021"
Junction-26642,"35.399999999999999","0.000000000000000",Pipe-538162,"1.000000000000000",Junction-455740,OPEN,steel,"70.300","2017"
Junction-846,"4.260000000000000","0.000000000000000",Pipe-460,"1.000000000000000",Junction-845,OPEN,steel,"21.700","2016"
Junction-36204,"58.310000000000002","0.000000000000000",Pipe-294,"1.000000000000000",Junction-14420,OPEN,steel,"54.500","1979"
Junction-55556,"89.609999999999999","0.000000000000000",Pipe-520765,"1.000000000000000",Junction-26137,OPEN,steel,"54.500","2007"
Junction-16186,"93.319999999999993","0.000000000000000",Pipe-16331,"1.000000000000000",Junction-15886,OPEN,steel,"263.000","1975"
Junction-26162,"65.349999999999994","0.000000000000000",Pipe-22930,"1.000000000000000",Junction-36062,OPEN,steel,"54.500","2015"
Junction-36959,"3.480000000000000","0.000000000000000",Pipe-520236,"1.000000000000000",Junction-455519,OPEN,steel,"21.700","2008"
Junction-462915,"8.920000000000000","0.000000000000000",Pipe-39409,"1.000000000000000",Junction-51347,OPEN,steel,"37.200","2003"
Junction-26204,"36.299999999999997","0.000000000000000",Pipe-15356,"1.000000000000000",Junction-26203,OPEN,steel,"107.100","2006"
Junction-474379,"50.840000000000003","0.000000000000000",Pipe-546374,"1.000000000000000",Junction-456742,OPEN,steel,"393.900","2023"
Junction-61174,"30.030000000000001","0.000000000000000",Pipe-7858,"1.000000000000000",Junction-14458,OPEN,steel,"54.500","2003"
Junction-474946,"31.780000000000001","0.000000000000000",Pipe-549049,"1.000000000000000",Junction-474954,OPEN,steel,"263.000","2024"
Junction-51462,"1.220000000000000","0.000000000000000",Pipe-47126,"1.000000000000000",Junction-56102,OPEN,steel,"28.500","2002"
Junction-26917,"65.340000000000003","0.000000000000000",Pipe-15896,"1.000000000000000",Junction-26916,OPEN,steel,"70.300","1999"
Junction-578,"31.410000000000000","0.000000000000000",Pipe-316,"1.000000000000000",Junction-577,OPEN,steel,"37.200","2003"
Junction-27713,"27.390000000000001","0.000000000000000",Pipe-31836,"1.000000000000000",Junction-2435,OPEN,steel,"43.100","1975"
Junction-1156,"9.320000000000000","0.000000000000000",Pipe-38838,"1.000000000000000",Junction-50996,OPEN,steel,"28.500","1999"
Junction-50677,"0.700000000000000","0.000000000000000",Pipe-520037,"1.000000000000000",Junction-455351,OPEN,steel,"107.100","2024"
Junction-448,"97.250000000000000","0.000000000000000",Pipe-7782,"1.000000000000000",Junction-14337,OPEN,steel,"43.100","2007"
Junction-630,"18.030000000000001","0.000000000000000",Pipe-38514,"1.000000000000000",Junction-50792,OPEN,steel,"43.100","2005"
Junction-472648,"65.930000000000007","0.000000000000000",Pipe-543799,"1.000000000000000",Junction-455638,OPEN,steel,"107.100","2008"
Junction-58982,"1.000000000000000","0.000000000000000",Pipe-520100,"1.000000000000000",Junction-455402,OPEN,steel,"54.500","2006"
Junction-4899,"35.829999999999998","0.000000000000000",Pipe-2640,"1.000000000000000",Junction-29450,OPEN,steel,"37.200","2003"
Junction-1349,"14.900000000000000","0.000000000000000",Pipe-54165,"1.000000000000000",Junction-1532,OPEN,steel,"37.200","1999"
Junction-475714,"1.880000000000000","0.000000000000000",Pipe-548224,"1.000000000000000",Junction-474895,OPEN,steel,"70.300","2023"
Junction-51697,"29.350000000000001","0.000000000000000",Pipe-39951,"1.000000000000000",Junction-37642,OPEN,steel,"43.100","2006"
Junction-473338,"7.020000000000000","0.000000000000000",Pipe-544902,"1.000000000000000",Junction-472706,OPEN,steel,"210.100","2022"
Junction-37634,"53.719999999999999","0.000000000000000",Pipe-1632,"1.000000000000000",Junction-3031,OPEN,steel,"54.500","2006"
Junction-14698,"15.130000000000001","0.000000000000000",Pipe-8007,"1.000000000000000",Junction-14697,OPEN,steel,"37.200","2006"
Junction-391,"51.289999999999999","0.000000000000000",Pipe-520568,"1.000000000000000",Junction-455799,OPEN,steel,"70.300","2006"
Junction-473231,"24.469999999999999","0.000000000000000",Pipe-15754,"1.000000000000000",Junction-26728,OPEN,steel,"107.100","2020"
Junction-2105,"18.469999999999999","0.000000000000000",Pipe-1132,"1.000000000000000",Junction-2102,OPEN,steel,"37.200","1980"
Junction-55664,"87.299999999999997","0.000000000000000",Pipe-537275,"1.000000000000000",Junction-847,OPEN,steel,"70.300","2006"
Junction-466751,"76.049999999999997","0.000000000000000",Pipe-541141,"1.000000000000000",Junction-470833,OPEN,steel,"107.100","2018"
Junction-3803,"848.159999999999968","0.000000000000000",Pipe-2050,"1.000000000000000",Junction-3802,OPEN,steel,"54.500","2000"
Junction-36299,"20.399999999999999","0.000000000000000",Pipe-411,"1.000000000000000",Junction-754,OPEN,steel,"28.500","2003"
Junction-50622,"74.629999999999995","0.000000000000000",Pipe-38207,"1.000000000000000",Junction-455955,OPEN,steel,"132.500","2008"
Junction-36112,"0.300000000000000","0.000000000000000",Pipe-22981,"1.000000000000000",Junction-14356,OPEN,steel,"21.700","1990"
Junction-2775,"180.830000000000013","0.000000000000000",Pipe-1492,"1.000000000000000",Junction-2774,OPEN,steel,"495.400","2008"
Junction-2427,"0.890000000000000","0.000000000000000",Pipe-31830,"1.000000000000000",Junction-27709,OPEN,steel,"344.400","1975"
Junction-14266,"96.030000000000001","0.000000000000000",Pipe-7735,"1.000000000000000",Junction-477455,OPEN,steel,"70.300","2006"
Junction-1167,"31.309999999999999","0.000000000000000",Pipe-31044,"1.000000000000000",Junction-44572,OPEN,steel,"43.100","1980"
Junction-473245,"10.529999999999999","0.000000000000000",Pipe-534263,"1.000000000000000",Junction-466131,OPEN,steel,"28.500","2008"
Junction-61175,"3.460000000000000","0.000000000000000",Pipe-30764,"1.000000000000000",Junction-719,OPEN,steel,"70.300","2003"
Junction-36370,"0.240000000000000","0.000000000000000",Pipe-521106,"1.000000000000000",Junction-456257,OPEN,steel,"42.000","1993"
Junction-475139,"0.730000000000000","0.000000000000000",Pipe-547448,"1.000000000000000",Junction-474981,OPEN,steel,"107.100","2023"
Junction-37479,"8.720000000000002","0.000000000000000",Pipe-24271,"1.000000000000000",Junction-27933,OPEN,steel,"37.200","1999"
Junction-26212,"33.630000000000003","0.000000000000000",Pipe-15363,"1.000000000000000",Junction-26210,OPEN,steel,"70.300","2004"
Junction-44301,"63.799999999999997","0.000000000000000",Pipe-53728,"1.000000000000000",Junction-14536,OPEN,steel,"70.300","2003"
Junction-26735,"1.500000000000000","0.000000000000000",Pipe-536868,"1.000000000000000",Junction-467941,OPEN,steel,"132.500","2008"
Junction-14241,"1.170000000000000","0.000000000000000",Pipe-7720,"1.000000000000000",Junction-61169,OPEN,steel,"43.100","2006"
Junction-475872,"75.790000000000006","0.000000000000000",Pipe-548543,"1.000000000000000",Junction-475414,OPEN,steel,"70.300","2023"
Junction-37118,"21.739999999999998","0.000000000000000",Pipe-23929,"1.000000000000000",Junction-15881,OPEN,steel,"43.100","1975"
Junction-55650,"0.190000000000000","0.000000000000000",Pipe-46198,"1.000000000000000",Junction-44384,OPEN,steel,"21.700","1979"
Junction-472200,"136.240000000000009","0.000000000000000",Pipe-543119,"1.000000000000000",Junction-473519,OPEN,steel,"107.100","2021"
